source,source_version,onet_soc_code,occupation_title,element_id,element_name,importance,level,date,domain_source
O*NET,31.0,19-4031.00,Chemical Technicians,2.B.3.b,Technology Design,2.00,1.62,08/2021,Analyst
O*NET,31.0,19-4031.00,Chemical Technicians,2.B.3.c,Equipment Selection,2.75,2.75,08/2021,Analyst
O*NET,31.0,19-4031.00,Chemical Technicians,2.B.3.d,Installation,1.00,0.00,08/2021,Analyst
O*NET,31.0,19-4031.00,Chemical Technicians,2.B.3.e,Programming,1.50,0.62,08/2021,Analyst
O*NET,31.0,19-4031.00,Chemical Technicians,2.B.3.g,Operations Monitoring,3.25,3.25,08/2021,Analyst
O*NET,31.0,19-4031.00,Chemical Technicians,2.B.3.h,Operation and Control,3.00,3.00,08/2021,Analyst
O*NET,31.0,19-4031.00,Chemical Technicians,2.B.3.j,Equipment Maintenance,2.88,3.00,08/2021,Analyst
O*NET,31.0,19-4031.00,Chemical Technicians,2.B.3.k,Troubleshooting,2.88,3.00,08/2021,Analyst
O*NET,31.0,19-4031.00,Chemical Technicians,2.B.3.l,Repairing,2.75,2.75,08/2021,Analyst
O*NET,31.0,19-4031.00,Chemical Technicians,2.B.3.m,Quality Control Analysis,3.12,3.38,08/2021,Analyst
O*NET,31.0,19-4031.00,Chemical Technicians,2.B.4.e,Judgment and Decision Making,3.12,3.25,08/2021,Analyst
O*NET,31.0,19-4031.00,Chemical Technicians,2.B.4.g,Systems Analysis,3.00,3.00,08/2021,Analyst
O*NET,31.0,19-4031.00,Chemical Technicians,2.B.4.h,Systems Evaluation,3.12,3.12,08/2021,Analyst
O*NET,31.0,19-4031.00,Chemical Technicians,2.B.5.a,Time Management,3.12,3.00,08/2021,Analyst
O*NET,31.0,19-4031.00,Chemical Technicians,2.B.5.b,Management of Financial Resources,1.75,1.00,08/2021,Analyst
O*NET,31.0,19-4031.00,Chemical Technicians,2.B.5.c,Management of Material Resources,2.25,1.88,08/2021,Analyst
O*NET,31.0,19-4031.00,Chemical Technicians,2.B.5.d,Management of Personnel Resources,2.50,2.50,08/2021,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.1.a,Social Perceptiveness,3.00,3.12,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.1.b,Coordination,3.00,3.00,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.1.c,Persuasion,2.88,3.00,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.1.d,Negotiation,2.75,2.88,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.1.e,Instructing,2.88,3.12,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.1.f,Service Orientation,3.00,3.00,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.2.i,Complex Problem Solving,3.25,3.50,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.3.a,Operations Analysis,2.62,2.75,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.3.b,Technology Design,1.50,0.62,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.3.c,Equipment Selection,1.75,1.38,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.3.d,Installation,1.00,0.00,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.3.e,Programming,1.88,1.12,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.3.g,Operations Monitoring,3.00,2.88,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.3.h,Operation and Control,2.88,3.00,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.3.j,Equipment Maintenance,1.88,1.25,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.3.k,Troubleshooting,2.00,2.25,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.3.l,Repairing,1.75,1.25,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.3.m,Quality Control Analysis,2.75,2.88,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.4.e,Judgment and Decision Making,3.25,3.25,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.4.g,Systems Analysis,3.12,3.12,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.4.h,Systems Evaluation,3.00,3.12,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.5.a,Time Management,3.00,3.12,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.5.b,Management of Financial Resources,1.88,1.38,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.5.c,Management of Material Resources,2.00,1.75,08/2023,Analyst
O*NET,31.0,19-4042.00,"Environmental Science and Protection Technicians, Including Health",2.B.5.d,Management of Personnel Resources,2.38,3.00,08/2023,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.1.a,Social Perceptiveness,2.88,2.62,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.1.b,Coordination,3.00,3.00,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.1.c,Persuasion,2.62,3.00,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.1.d,Negotiation,2.38,2.38,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.1.e,Instructing,2.62,2.62,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.1.f,Service Orientation,2.50,2.50,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.2.i,Complex Problem Solving,3.12,3.25,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.3.a,Operations Analysis,1.50,0.88,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.3.b,Technology Design,2.00,1.12,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.3.c,Equipment Selection,2.25,2.00,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.3.d,Installation,1.00,0.00,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.3.e,Programming,1.62,1.25,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.3.g,Operations Monitoring,3.00,2.62,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.3.h,Operation and Control,2.75,2.38,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.3.j,Equipment Maintenance,1.88,1.62,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.3.k,Troubleshooting,2.12,2.00,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.3.l,Repairing,2.00,1.88,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.3.m,Quality Control Analysis,2.25,2.38,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.4.e,Judgment and Decision Making,3.12,3.00,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.4.g,Systems Analysis,2.62,2.50,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.4.h,Systems Evaluation,2.50,2.25,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.5.a,Time Management,3.25,3.12,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.5.b,Management of Financial Resources,1.75,1.25,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.5.c,Management of Material Resources,2.12,1.38,08/2024,Analyst
O*NET,31.0,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.B.5.d,Management of Personnel Resources,2.50,2.38,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.1.a,Social Perceptiveness,3.00,3.25,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.1.b,Coordination,3.12,3.12,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.1.c,Persuasion,2.88,2.88,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.1.d,Negotiation,2.62,2.62,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.1.e,Instructing,3.00,3.12,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.1.f,Service Orientation,2.75,2.75,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.2.i,Complex Problem Solving,3.25,3.12,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.3.a,Operations Analysis,1.62,1.25,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.3.b,Technology Design,1.88,1.12,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.3.c,Equipment Selection,2.62,2.50,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.3.d,Installation,1.38,0.62,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.3.e,Programming,2.12,1.62,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.3.g,Operations Monitoring,3.88,4.12,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.3.h,Operation and Control,3.25,3.50,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.3.j,Equipment Maintenance,2.88,3.12,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.3.k,Troubleshooting,3.25,3.25,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.3.l,Repairing,2.88,3.00,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.3.m,Quality Control Analysis,3.50,3.62,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.4.e,Judgment and Decision Making,3.25,3.25,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.4.g,Systems Analysis,2.75,2.88,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.4.h,Systems Evaluation,3.00,3.12,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.5.a,Time Management,3.00,3.12,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.5.b,Management of Financial Resources,1.75,1.00,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.5.c,Management of Material Resources,1.88,1.25,08/2024,Analyst
O*NET,31.0,19-4051.00,Nuclear Technicians,2.B.5.d,Management of Personnel Resources,2.38,2.62,08/2024,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.1.a,Social Perceptiveness,3.00,2.88,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.1.b,Coordination,3.00,3.00,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.1.c,Persuasion,2.88,2.75,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.1.d,Negotiation,2.75,2.75,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.1.e,Instructing,3.25,3.00,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.1.f,Service Orientation,2.88,2.75,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.2.i,Complex Problem Solving,3.12,3.12,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.3.a,Operations Analysis,1.25,0.25,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.3.b,Technology Design,1.62,0.62,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.3.c,Equipment Selection,1.50,0.50,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.3.d,Installation,1.00,0.00,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.3.e,Programming,1.50,0.62,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.3.g,Operations Monitoring,3.75,3.62,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.3.h,Operation and Control,2.75,2.88,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.3.j,Equipment Maintenance,2.12,1.25,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.3.k,Troubleshooting,2.75,2.75,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.3.l,Repairing,1.62,0.75,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.3.m,Quality Control Analysis,3.12,3.12,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.4.e,Judgment and Decision Making,3.38,3.38,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.4.g,Systems Analysis,3.00,3.00,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.4.h,Systems Evaluation,2.50,2.88,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.5.a,Time Management,3.00,3.12,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.5.b,Management of Financial Resources,2.00,1.12,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.5.c,Management of Material Resources,2.00,1.12,07/2014,Analyst
O*NET,31.0,19-4051.02,Nuclear Monitoring Technicians,2.B.5.d,Management of Personnel Resources,2.75,2.75,07/2014,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.1.a,Social Perceptiveness,2.88,2.88,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.1.b,Coordination,2.88,3.00,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.1.c,Persuasion,2.50,2.50,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.1.d,Negotiation,2.38,2.38,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.1.e,Instructing,2.62,2.88,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.1.f,Service Orientation,2.38,2.50,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.2.i,Complex Problem Solving,3.38,3.12,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.3.a,Operations Analysis,2.00,2.00,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.3.b,Technology Design,1.75,1.25,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.3.c,Equipment Selection,1.38,0.50,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.3.d,Installation,1.00,0.00,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.3.e,Programming,2.62,2.75,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.3.g,Operations Monitoring,2.12,1.88,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.3.h,Operation and Control,1.62,0.62,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.3.j,Equipment Maintenance,1.00,0.00,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.3.k,Troubleshooting,1.75,1.38,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.3.l,Repairing,1.00,0.00,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.3.m,Quality Control Analysis,2.50,2.88,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.4.e,Judgment and Decision Making,3.12,3.12,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.4.g,Systems Analysis,3.00,2.88,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.4.h,Systems Evaluation,2.88,3.00,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.5.a,Time Management,2.88,2.88,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.5.b,Management of Financial Resources,1.75,1.50,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.5.c,Management of Material Resources,2.00,2.00,08/2019,Analyst
O*NET,31.0,19-4061.00,Social Science Research Assistants,2.B.5.d,Management of Personnel Resources,2.38,2.38,08/2019,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.1.a,Social Perceptiveness,3.12,3.12,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.1.b,Coordination,3.12,3.25,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.1.c,Persuasion,2.88,3.12,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.1.d,Negotiation,2.25,2.38,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.1.e,Instructing,3.12,3.00,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.1.f,Service Orientation,3.00,2.88,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.2.i,Complex Problem Solving,3.00,3.00,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.3.a,Operations Analysis,1.88,1.12,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.3.b,Technology Design,2.00,1.12,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.3.c,Equipment Selection,2.12,1.88,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.3.d,Installation,1.25,0.25,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.3.e,Programming,2.00,1.62,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.3.g,Operations Monitoring,2.88,2.88,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.3.h,Operation and Control,2.75,2.88,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.3.j,Equipment Maintenance,2.00,1.88,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.3.k,Troubleshooting,2.00,2.00,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.3.l,Repairing,2.00,1.88,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.3.m,Quality Control Analysis,2.62,2.75,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.4.e,Judgment and Decision Making,3.25,3.38,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.4.g,Systems Analysis,3.00,3.00,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.4.h,Systems Evaluation,2.75,3.00,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.5.a,Time Management,3.25,3.25,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.5.b,Management of Financial Resources,2.00,1.38,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.5.c,Management of Material Resources,2.00,1.75,08/2018,Analyst
O*NET,31.0,19-4071.00,Forest and Conservation Technicians,2.B.5.d,Management of Personnel Resources,2.88,3.12,08/2018,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.1.a,Social Perceptiveness,3.25,3.25,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.1.b,Coordination,3.12,3.12,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.1.c,Persuasion,2.75,2.75,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.1.d,Negotiation,2.38,2.25,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.1.e,Instructing,2.75,3.38,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.1.f,Service Orientation,3.00,3.00,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.2.i,Complex Problem Solving,3.62,3.62,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.3.a,Operations Analysis,1.62,1.12,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.3.b,Technology Design,1.38,0.38,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.3.c,Equipment Selection,2.00,1.88,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.3.d,Installation,1.00,0.00,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.3.e,Programming,1.50,0.75,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.3.g,Operations Monitoring,2.75,2.62,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.3.h,Operation and Control,2.62,2.50,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.3.j,Equipment Maintenance,1.62,1.00,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.3.k,Troubleshooting,2.00,1.75,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.3.l,Repairing,1.50,0.88,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.3.m,Quality Control Analysis,2.50,2.50,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.4.e,Judgment and Decision Making,3.25,3.62,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.4.g,Systems Analysis,3.00,3.00,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.4.h,Systems Evaluation,3.00,2.88,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.5.a,Time Management,3.00,3.00,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.5.b,Management of Financial Resources,1.38,0.38,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.5.c,Management of Material Resources,1.50,0.62,08/2023,Analyst
O*NET,31.0,19-4092.00,Forensic Science Technicians,2.B.5.d,Management of Personnel Resources,2.62,3.00,08/2023,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.1.a,Social Perceptiveness,3.00,3.00,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.1.b,Coordination,2.75,2.75,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.1.c,Persuasion,2.25,2.50,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.1.d,Negotiation,2.38,2.62,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.1.e,Instructing,2.62,3.00,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.1.f,Service Orientation,2.75,2.88,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.2.i,Complex Problem Solving,3.38,3.25,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.3.a,Operations Analysis,2.00,1.88,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.3.b,Technology Design,1.62,1.12,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.3.c,Equipment Selection,1.88,1.12,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.3.d,Installation,1.50,0.50,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.3.e,Programming,1.75,0.75,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.3.g,Operations Monitoring,3.25,3.25,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.3.h,Operation and Control,2.75,3.00,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.3.j,Equipment Maintenance,2.12,1.62,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.3.k,Troubleshooting,3.00,3.00,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.3.l,Repairing,1.88,1.38,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.3.m,Quality Control Analysis,4.00,4.00,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.4.e,Judgment and Decision Making,3.00,3.12,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.4.g,Systems Analysis,3.00,3.00,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.4.h,Systems Evaluation,3.00,3.00,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.5.a,Time Management,3.00,3.00,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.5.b,Management of Financial Resources,1.50,0.75,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.5.c,Management of Material Resources,1.75,1.38,08/2020,Analyst
O*NET,31.0,19-4099.01,Quality Control Analysts,2.B.5.d,Management of Personnel Resources,1.88,2.00,08/2020,Analyst
O*NET,31.0,19-4099.03,Remote Sensing Technicians,2.B.1.a,Social Perceptiveness,2.88,2.75,07/2012,Analyst
O*NET,31.0,19-4099.03,Remote Sensing Technicians,2.B.1.b,Coordination,3.12,3.38,07/2012,Analyst
O*NET,31.0,19-4099.03,Remote Sensing Technicians,2.B.1.c,Persuasion,2.50,2.88,07/2012,Analyst
