source,source_version,original_name,normalized_name,occurrence_count,occupation_count,hot_technology_count,in_demand_count
O*NET,31.0,Charles River Development Charles River Investment Management System,charles river development charles river investment management system,1,1,0,0
O*NET,31.0,Charm++,charm++,1,1,0,0
O*NET,31.0,Chart Links,chart links,2,2,0,0
O*NET,31.0,ChartWare EMR,chartware emr,11,11,0,0
O*NET,31.0,Chase Software Solutions Court Reporting Software,chase software solutions court reporting software,1,1,0,0
O*NET,31.0,Chat software,chat software,2,2,0,0
O*NET,31.0,Chatbot software,chatbot software,5,5,0,1
O*NET,31.0,Check imaging software,check imaging software,1,1,0,0
O*NET,31.0,Check Point Next Generation Secure Web Gateway,check point next generation secure web gateway,1,1,0,0
O*NET,31.0,Check processing software,check processing software,1,1,0,0
O*NET,31.0,Check sorting control software,check sorting control software,1,1,0,0
O*NET,31.0,Cheetah International SmartCAT,cheetah international smartcat,1,1,0,0
O*NET,31.0,Cheetah3D,cheetah3d,1,1,0,0
O*NET,31.0,Chef,chef,21,21,21,0
O*NET,31.0,ChefDesk Chef's Calculators,chefdesk chef's calculators,1,1,0,0
O*NET,31.0,Chem2Pac,chem2pac,1,1,0,0
O*NET,31.0,Chemical kinetics software,chemical kinetics software,1,1,0,0
O*NET,31.0,Chemical management tracking software,chemical management tracking software,1,1,0,0
O*NET,31.0,ChemicaLogic SteamTab,chemicalogic steamtab,1,1,0,0
O*NET,31.0,Chemicals and Irrigation CANDI,chemicals and irrigation candi,1,1,0,0
O*NET,31.0,ChemInnovation Software Chem 4-D,cheminnovation software chem 4-d,2,2,0,0
O*NET,31.0,Chemistry at Harvard Molecular Mechanics CHARMm,chemistry at harvard molecular mechanics charmm,1,1,0,0
O*NET,31.0,Chempute Software ChemDraw,chempute software chemdraw,1,1,0,0
O*NET,31.0,Chempute Software Engineer's Aide SINET,chempute software engineer's aide sinet,1,1,0,0
O*NET,31.0,Chempute Software EstPro,chempute software estpro,1,1,0,0
O*NET,31.0,Chempute Software HSC Chemistry,chempute software hsc chemistry,1,1,0,0
O*NET,31.0,Chempute Software SuperPro Designer,chempute software superpro designer,1,1,0,0
O*NET,31.0,Chempute Software VisiMix,chempute software visimix,1,1,0,0
O*NET,31.0,ChemStat,chemstat,2,2,0,0
O*NET,31.0,Chemstations CHEMCAD,chemstations chemcad,1,1,0,0
O*NET,31.0,ChemSW Buffer Maker,chemsw buffer maker,1,1,0,0
O*NET,31.0,ChemSW Calibration Pro,chemsw calibration pro,1,1,0,0
O*NET,31.0,ChemSW Chemical Inventory System CIS,chemsw chemical inventory system cis,1,1,0,0
O*NET,31.0,ChemSW Laboratory Document Control System LDCS,chemsw laboratory document control system ldcs,1,1,0,0
O*NET,31.0,ChemSW Mass Spec Tools,chemsw mass spec tools,1,1,0,0
O*NET,31.0,ChemSW Molecular Modeling Pro,chemsw molecular modeling pro,1,1,0,0
O*NET,31.0,ChemSW Uncertainty Pro,chemsw uncertainty pro,1,1,0,0
O*NET,31.0,Chesapeake Interlink Needles,chesapeake interlink needles,1,1,0,0
O*NET,31.0,Cheshire Financial Planning Suite,cheshire financial planning suite,1,1,0,0
O*NET,31.0,Children's Depression Inventory,children's depression inventory,1,1,0,0
O*NET,31.0,Children's educational software,children's educational software,9,9,0,0
O*NET,31.0,Chilled Water System Analysis Tool CWSAT,chilled water system analysis tool cwsat,1,1,0,0
O*NET,31.0,Chinotec Technologies Paros,chinotec technologies paros,1,1,0,0
O*NET,31.0,Chip design software,chip design software,1,1,0,0
O*NET,31.0,ChiroSoft,chirosoft,1,1,0,0
O*NET,31.0,ChiroTouch EHR,chirotouch ehr,1,1,0,0
O*NET,31.0,Choice Job Cost,choice job cost,2,2,0,0
O*NET,31.0,Choice Technologies PowerBill +,choice technologies powerbill +,1,1,0,0
O*NET,31.0,ChordWizard Software Soundtrix Gold,chordwizard software soundtrix gold,1,1,0,0
O*NET,31.0,Chorel Technology Dance Designer,chorel technology dance designer,1,1,0,0
O*NET,31.0,Choreography software,choreography software,1,1,0,0
O*NET,31.0,Chrome River Expense,chrome river expense,1,1,0,0
O*NET,31.0,Chyron CAMIO,chyron camio,1,1,0,0
O*NET,31.0,Cimatron CimatronE,cimatron cimatrone,1,1,0,0
O*NET,31.0,Cimatron CimatronE Master,cimatron cimatrone master,1,1,0,0
O*NET,31.0,Cimatron computer-aided design and manufacturing software,cimatron computer-aided design and manufacturing software,1,1,0,0
O*NET,31.0,Circle Systems Stat/Transfer,circle systems stat/transfer,2,2,0,0
O*NET,31.0,Circuit evaluation software,circuit evaluation software,1,1,0,0
O*NET,31.0,Circuit simulation software,circuit simulation software,5,5,0,0
O*NET,31.0,Cirrus Group Daycare Works,cirrus group daycare works,1,1,0,0
O*NET,31.0,Cisco AnyConnect,cisco anyconnect,1,1,0,0
O*NET,31.0,Cisco IOS,cisco ios,16,16,0,0
O*NET,31.0,CISCO Software ACS Animal Control System,cisco software acs animal control system,1,1,0,0
O*NET,31.0,Cisco Systems Cisco NetFlow Collection Engine,cisco systems cisco netflow collection engine,2,2,0,0
O*NET,31.0,Cisco Systems Cisco Traffic Analyzer,cisco systems cisco traffic analyzer,2,2,0,0
O*NET,31.0,Cisco Systems Cisco Web Cache Communication Protocol WCCP,cisco systems cisco web cache communication protocol wccp,1,1,0,0
O*NET,31.0,Cisco Systems CiscoWorks,cisco systems ciscoworks,7,7,0,0
O*NET,31.0,Cisco Systems CiscoWorks LAN Management Solution,cisco systems ciscoworks lan management solution,2,2,0,0
O*NET,31.0,Cisco Systems Gateway Load Balancing Protocol GLBP,cisco systems gateway load balancing protocol glbp,1,1,0,0
O*NET,31.0,Cisco Systems Hot Standby Router Protocol HSRP,cisco systems hot standby router protocol hsrp,1,1,0,0
O*NET,31.0,Cisco Systems VPN Client,cisco systems vpn client,2,2,0,0
O*NET,31.0,Cisco Systems WAN Manager,cisco systems wan manager,1,1,0,0
O*NET,31.0,Cisco Systems Wireless Control System WCS,cisco systems wireless control system wcs,1,1,0,0
O*NET,31.0,Cisco Webex,cisco webex,27,27,27,0
O*NET,31.0,Cision CisionPoint,cision cisionpoint,1,1,0,0
O*NET,31.0,Citect IIM,citect iim,1,1,0,0
O*NET,31.0,CitectSCADA Reports,citectscada reports,1,1,0,0
O*NET,31.0,Citi The Yield Book Calculator,citi the yield book calculator,1,1,0,0
O*NET,31.0,Citilabs Cube,citilabs cube,2,2,0,0
O*NET,31.0,Citilabs TRANPLAN,citilabs tranplan,1,1,0,0
O*NET,31.0,Citrix cloud computing software,citrix cloud computing software,32,32,0,0
O*NET,31.0,Citrix XenApp,citrix xenapp,2,2,0,0
O*NET,31.0,Claim processing system software,claim processing system software,2,2,0,0
O*NET,31.0,Claims processing administration and management software,claims processing administration and management software,1,1,0,0
O*NET,31.0,Clarified Networks Clarified Analyzer,clarified networks clarified analyzer,1,1,0,0
O*NET,31.0,Claritas ConsumerPoint,claritas consumerpoint,1,1,0,0
O*NET,31.0,Claritas PRIZM NE,claritas prizm ne,1,1,0,0
O*NET,31.0,Clarity Systems IBM Clarity,clarity systems ibm clarity,2,2,0,0
O*NET,31.0,Clarizen,clarizen,1,1,0,0
O*NET,31.0,Clark Labs CartaLinx,clark labs cartalinx,1,1,0,0
O*NET,31.0,Clark Labs IDRISI,clark labs idrisi,1,1,0,0
O*NET,31.0,Clark Labs IDRISI Andes,clark labs idrisi andes,2,2,0,0
O*NET,31.0,Clark Labs IDRISI Selva,clark labs idrisi selva,1,1,0,0
O*NET,31.0,ClassApps SelectSurveyASP,classapps selectsurveyasp,1,1,0,0
O*NET,31.0,ClassDojo,classdojo,6,6,0,0
O*NET,31.0,Classification Web,classification web,1,1,0,0
O*NET,31.0,ClassTag,classtag,2,2,0,0
O*NET,31.0,Clayton Wallis CompGeo Online Professional Forecast Library,clayton wallis compgeo online professional forecast library,1,1,0,0
O*NET,31.0,Clear Books,clear books,1,1,0,0
O*NET,31.0,Clear Technology Tranzax,clear technology tranzax,1,1,0,0
O*NET,31.0,ClearEDGE,clearedge,1,1,0,0
O*NET,31.0,ClearTrial,cleartrial,2,2,0,0
O*NET,31.0,Click MusicalKEYS,click musicalkeys,1,1,0,0
O*NET,31.0,Click1003 Online Mortgage Application,click1003 online mortgage application,1,1,0,0
O*NET,31.0,Client assessment software,client assessment software,1,1,0,0
O*NET,31.0,Client billing software,client billing software,1,1,0,0
O*NET,31.0,Client caseload management software,client caseload management software,2,2,0,0
O*NET,31.0,Client databases,client databases,2,2,0,0
O*NET,31.0,Client information database software,client information database software,1,1,0,0
O*NET,31.0,Client information database systems,client information database systems,1,1,0,0
O*NET,31.0,Client information databases,client information databases,1,1,0,0
O*NET,31.0,Client Profiles Case Management,client profiles case management,1,1,0,0
O*NET,31.0,Client records software,client records software,1,1,0,0
O*NET,31.0,Client System,client system,1,1,0,0
O*NET,31.0,ClienTrak!,clientrak!,1,1,0,0
O*NET,31.0,ClimateMaster GeoDesigner,climatemaster geodesigner,1,1,0,0
O*NET,31.0,Clinical data management system CDMS,clinical data management system cdms,1,1,0,0
O*NET,31.0,Clinical Information Systems CISLab CPS,clinical information systems cislab cps,1,1,0,0
O*NET,31.0,Clinical Software Solutions CLIN1 Suite,clinical software solutions clin1 suite,2,2,0,0
O*NET,31.0,Clinical trial management software,clinical trial management software,3,3,0,1
O*NET,31.0,Clinical trials database software,clinical trials database software,1,1,0,0
O*NET,31.0,Clinicient Insight,clinicient insight,1,1,0,0
O*NET,31.0,CliniTrend,clinitrend,1,1,0,0
O*NET,31.0,Clinivate Clinitrak,clinivate clinitrak,1,1,0,0
O*NET,31.0,ClinLab LIS,clinlab lis,2,2,0,0
O*NET,31.0,Clipper,clipper,1,1,0,0
O*NET,31.0,CLO Virtual Fashion Marvelous Designer,clo virtual fashion marvelous designer,1,1,0,0
O*NET,31.0,Clockware,clockware,1,1,0,0
O*NET,31.0,CloudCompare,cloudcompare,4,4,0,0
O*NET,31.0,Cloudera Impala,cloudera impala,2,2,0,0
O*NET,31.0,CloudWorks,cloudworks,1,1,0,0
O*NET,31.0,Clover Technology GALENA,clover technology galena,3,3,0,0
O*NET,31.0,CloverETL,cloveretl,2,2,0,0
O*NET,31.0,ClubSoft Food & Beverage Point of Sale,clubsoft food & beverage point of sale,1,1,0,0
O*NET,31.0,Cluen Encore,cluen encore,1,1,0,0
O*NET,31.0,Cluen executive recruitment software,cluen executive recruitment software,1,1,0,0
O*NET,31.0,ClustalW,clustalw,5,5,0,0
O*NET,31.0,Cluster server software,cluster server software,2,2,0,0
O*NET,31.0,Clustermatic,clustermatic,1,1,0,0
O*NET,31.0,CMA Stuffers,cma stuffers,1,1,0,0
O*NET,31.0,CMake,cmake,1,1,0,0
O*NET,31.0,CMO Compliance Regulatory Compliance Solution,cmo compliance regulatory compliance solution,1,1,0,0
O*NET,31.0,CMS Consultants WorldLink,cms consultants worldlink,1,1,0,0
O*NET,31.0,CMSN FieldPAK,cmsn fieldpak,2,2,0,0
O*NET,31.0,CMT CogoCAD,cmt cogocad,1,1,0,0
O*NET,31.0,CMT Incorporated CogoCAD,cmt incorporated cogocad,1,1,0,0
O*NET,31.0,CNC Consulting Machinists' Calculator,cnc consulting machinists' calculator,2,2,0,0
O*NET,31.0,CNC Mastercam,cnc mastercam,8,8,0,0
O*NET,31.0,CNC Software Mastercam,cnc software mastercam,2,2,0,0
O*NET,31.0,COADE CADWorx P&ID,coade cadworx p&id,1,1,0,0
O*NET,31.0,COADE CAESAR II,coade caesar ii,1,1,0,0
O*NET,31.0,COATSsql,coatssql,1,1,0,0
O*NET,31.0,Cobblestone Systems Contract Insight,cobblestone systems contract insight,1,1,0,0
O*NET,31.0,Cobent Learning and Compliance Suite LCS,cobent learning and compliance suite lcs,2,2,0,0
O*NET,31.0,CODA Engine Analysis System,coda engine analysis system,1,1,0,0
O*NET,31.0,Code database software,code database software,1,1,0,0
O*NET,31.0,Code generator software,code generator software,1,1,0,0
O*NET,31.0,Code hosting software,code hosting software,1,1,0,0
O*NET,31.0,Code libraries,code libraries,1,1,0,0
O*NET,31.0,Code Line Art Files,code line art files,1,1,0,0
O*NET,31.0,Code munger software,code munger software,1,1,0,0
O*NET,31.0,Code profilers,code profilers,1,1,0,0
O*NET,31.0,CodedColor,codedcolor,1,1,0,0
O*NET,31.0,CodeFutures dbShards,codefutures dbshards,1,1,0,0
O*NET,31.0,CodeJam MemoriesOnTV,codejam memoriesontv,1,1,0,0
O*NET,31.0,CODESYS,codesys,2,2,0,0
O*NET,31.0,Coding database software,coding database software,2,2,0,0
O*NET,31.0,Codon Usage Database,codon usage database,1,1,0,0
O*NET,31.0,Coeus,coeus,1,1,0,0
O*NET,31.0,CoffeeCup The HTML Editor,coffeecup the html editor,1,1,0,0
O*NET,31.0,Coglin Mill RODIN,coglin mill rodin,2,2,0,0
O*NET,31.0,CogniSyst Computerized Assessment of Response Bias CARB,cognisyst computerized assessment of response bias carb,2,2,0,0
O*NET,31.0,Coin Educational Products Climb K-5 Online,coin educational products climb k-5 online,1,1,0,0
O*NET,31.0,Coin Educational Products Coin Jr.,coin educational products coin jr.,1,1,0,0
O*NET,31.0,Colasoft Capsa Enterprise,colasoft capsa enterprise,1,1,0,0
O*NET,31.0,Colasoft Capsa Free,colasoft capsa free,1,1,0,0
O*NET,31.0,Colibripms Software Colibri,colibripms software colibri,1,1,0,0
O*NET,31.0,Collaborative application lifecycle management ALM software,collaborative application lifecycle management alm software,1,1,0,0
O*NET,31.0,Collaborative Application Markup Language CAML,collaborative application markup language caml,3,3,0,0
O*NET,31.0,Collaborative editing software,collaborative editing software,39,39,0,0
O*NET,31.0,Collateral Consequences Calculator,collateral consequences calculator,1,1,0,0
O*NET,31.0,Collection Data Systems CollectOne-Tiger,collection data systems collectone-tiger,1,1,0,0
O*NET,31.0,Collection Point Management System CPMS,collection point management system cpms,1,1,0,0
O*NET,31.0,College Central Network Career Services Central,college central network career services central,1,1,0,0
O*NET,31.0,CollegeNET Schedule 25,collegenet schedule 25,1,1,0,0
O*NET,31.0,Collier Research HyperSizer,collier research hypersizer,1,1,0,0
O*NET,31.0,Collision damage estimation software,collision damage estimation software,1,1,0,0
O*NET,31.0,Collision damage measurement software,collision damage measurement software,1,1,0,0
O*NET,31.0,Color management software,color management software,1,1,0,0
O*NET,31.0,ColorSoft AutoMatch,colorsoft automatch,1,1,0,0
O*NET,31.0,Columbia Ultimate Archive,columbia ultimate archive,1,1,0,0
O*NET,31.0,Columbia Ultimate Remit,columbia ultimate remit,1,1,0,0
O*NET,31.0,Columbia Ultimate RPCS,columbia ultimate rpcs,1,1,0,0
O*NET,31.0,ComBase,combase,2,2,0,0
O*NET,31.0,Combined DNA Index System CODIS,combined dna index system codis,1,1,0,0
O*NET,31.0,Combined Heat and Power Application Tool CHP,combined heat and power application tool chp,1,1,0,0
O*NET,31.0,Comcash ERP,comcash erp,2,2,0,0
O*NET,31.0,ComChart EMR,comchart emr,2,2,0,0
O*NET,31.0,COMCON DataFriend,comcon datafriend,1,1,0,0
O*NET,31.0,Command Alkon COMMANDconcrete,command alkon commandconcrete,1,1,0,0
O*NET,31.0,Command interpreters,command interpreters,2,2,0,0
O*NET,31.0,Command Systems ComServe,command systems comserve,1,1,0,0
O*NET,31.0,Commence Application Suite,commence application suite,1,1,0,0
O*NET,31.0,Commercial and industrial development project cost analysis software,commercial and industrial development project cost analysis software,1,1,0,0
O*NET,31.0,Commercial driver's license information system CDLIS,commercial driver's license information system cdlis,2,2,0,0
O*NET,31.0,Commercial plate reader software,commercial plate reader software,2,2,0,0
O*NET,31.0,Commercial vehicle operations CVO software,commercial vehicle operations cvo software,2,2,0,0
O*NET,31.0,Common business oriented language COBOL,common business oriented language cobol,20,20,0,0
O*NET,31.0,Common cause failure assessment software,common cause failure assessment software,1,1,0,0
O*NET,31.0,Common Curriculum,common curriculum,14,14,0,0
O*NET,31.0,Common gateway interface CGI,common gateway interface cgi,3,3,0,0
O*NET,31.0,Common Lisp Object System CLOS,common lisp object system clos,3,3,0,0
O*NET,31.0,Common MASINT Exploitation Tool COMET,common masint exploitation tool comet,1,1,0,0
O*NET,31.0,Community Climate System Model CCSM,community climate system model ccsm,1,1,0,0
O*NET,31.0,CommunityViz,communityviz,1,1,0,0
O*NET,31.0,Commutator profiling software,commutator profiling software,1,1,0,0
O*NET,31.0,Comp Pro Med Polytech,comp pro med polytech,2,2,0,0
O*NET,31.0,Compaq Insight Manager,compaq insight manager,1,1,0,0
O*NET,31.0,Compass Municipal Services CAMAlot,compass municipal services camalot,1,1,0,0
O*NET,31.0,Compass software,compass software,2,2,0,0
O*NET,31.0,Compatibility testing software,compatibility testing software,1,1,0,0
O*NET,31.0,Compeat Restaurant Accounting Systems,compeat restaurant accounting systems,1,1,0,0
O*NET,31.0,Compilers,compilers,2,2,0,0
O*NET,31.0,Complaint management software,complaint management software,1,1,0,0
O*NET,31.0,Complementary-symmetry/metal-oxide semiconductor CMOS layout software,complementary-symmetry/metal-oxide semiconductor cmos layout software,1,1,0,0
O*NET,31.0,Complete Clinic,complete clinic,1,1,0,0
O*NET,31.0,Compliance 360,compliance 360,1,1,0,0
O*NET,31.0,Compliance testing software,compliance testing software,1,1,0,0
O*NET,31.0,Compliance11 Supervisory Suite,compliance11 supervisory suite,1,1,0,0
O*NET,31.0,ComplianceBridge Total Compliance,compliancebridge total compliance,1,1,0,0
O*NET,31.0,ComplianceMAX,compliancemax,1,1,0,0
O*NET,31.0,Complus Data Innovations FastTrack,complus data innovations fasttrack,1,1,0,0
O*NET,31.0,Component libraries,component libraries,1,1,0,0
O*NET,31.0,Component object model COM software,component object model com software,3,3,0,0
O*NET,31.0,Component-based Scalable Logical Architecture CSLA,component-based scalable logical architecture csla,2,2,0,0
O*NET,31.0,Compounder software,compounder software,1,1,0,0
O*NET,31.0,Comprehensive Affect Testing System CATS,comprehensive affect testing system cats,1,1,0,0
O*NET,31.0,Compris Advanced Manager's Workstation,compris advanced manager's workstation,2,2,0,0
O*NET,31.0,Compris software,compris software,4,4,0,0
O*NET,31.0,Compu-Cal Nutrition Assistant,compu-cal nutrition assistant,1,1,0,0
O*NET,31.0,Compugov DocketView,compugov docketview,2,2,0,0
O*NET,31.0,CompuLaw Vision,compulaw vision,1,1,0,0
O*NET,31.0,Compulink Business Systems Eyecare Advantage,compulink business systems eyecare advantage,1,1,0,0
O*NET,31.0,Compulink Eyecare Advantage,compulink eyecare advantage,1,1,0,0
O*NET,31.0,Comput-Ability Mechanical Insulation Key Estimator,comput-ability mechanical insulation key estimator,2,2,0,0
O*NET,31.0,CompuTant CounterPoint,computant counterpoint,2,2,0,0
O*NET,31.0,Computational Dynamics STAR-CD,computational dynamics star-cd,1,1,0,0
O*NET,31.0,Computational fluid dynamics CFD software,computational fluid dynamics cfd software,6,6,0,0
O*NET,31.0,Computational modeling software,computational modeling software,1,1,0,0
O*NET,31.0,Computational statistics software,computational statistics software,1,1,0,0
O*NET,31.0,Computer access catalog software,computer access catalog software,1,1,0,0
O*NET,31.0,Computer aided composite drawing software,computer aided composite drawing software,4,4,0,0
O*NET,31.0,Computer aided design and computer aided manufacturing CAD/CAM engraving software,computer aided design and computer aided manufacturing cad/cam engraving software,1,1,0,0
O*NET,31.0,Computer aided design and drafting CADD software,computer aided design and drafting cadd software,27,27,0,0
O*NET,31.0,Computer aided design and drafting software CADD,computer aided design and drafting software cadd,22,22,0,0
O*NET,31.0,Computer aided dispatch software,computer aided dispatch software,8,8,0,0
O*NET,31.0,Computer aided dispatching auto routing software,computer aided dispatching auto routing software,1,1,0,0
O*NET,31.0,Computer aided image analysis software,computer aided image analysis software,1,1,0,0
O*NET,31.0,Computer aided software engineering CASE tools,computer aided software engineering case tools,3,3,0,0
O*NET,31.0,Computer Aided Vision Therapy CAVT,computer aided vision therapy cavt,1,1,0,0
O*NET,31.0,Computer Algebra System for Algebraic Geometry CASA,computer algebra system for algebraic geometry casa,1,1,0,0
O*NET,31.0,Computer assisted design software,computer assisted design software,3,3,0,0
O*NET,31.0,Computer Assisted Diagnostic Interview CADI software,computer assisted diagnostic interview cadi software,1,1,0,0
O*NET,31.0,Computer assisted jewelry design CAD software,computer assisted jewelry design cad software,1,1,0,0
O*NET,31.0,Computer assisted language learning CALL software,computer assisted language learning call software,1,1,0,0
O*NET,31.0,Computer assisted mass appraisal CAMA software,computer assisted mass appraisal cama software,2,2,0,0
O*NET,31.0,Computer assisted software engineering CASE software,computer assisted software engineering case software,1,1,0,0
O*NET,31.0,Computer assisted telephone interviewing CATI software,computer assisted telephone interviewing cati software,1,1,0,0
O*NET,31.0,Computer Associates ArcServ Backup,computer associates arcserv backup,1,1,0,0
O*NET,31.0,Computer Associates integrated data management system CA-IDMS,computer associates integrated data management system ca-idms,3,3,0,0
O*NET,31.0,Computer Associates Log Analyzer,computer associates log analyzer,2,2,0,0
O*NET,31.0,Computer diagnostic software,computer diagnostic software,2,2,0,0
O*NET,31.0,Computer Directions Route Sales Tracker,computer directions route sales tracker,1,1,0,0
O*NET,31.0,Computer drawing software,computer drawing software,1,1,0,0
O*NET,31.0,Computer estimation software,computer estimation software,1,1,0,0
O*NET,31.0,Computer forensic software,computer forensic software,2,2,0,0
O*NET,31.0,Computer Generated Solutions Learning Management System,computer generated solutions learning management system,2,2,0,0
O*NET,31.0,Computer graphics software,computer graphics software,2,2,0,0
O*NET,31.0,Computer imaging software,computer imaging software,4,4,0,0
O*NET,31.0,Computer integrated manufacturing CIM software,computer integrated manufacturing cim software,1,1,0,0
O*NET,31.0,Computer integrated manufacturing CIM time manager software,computer integrated manufacturing cim time manager software,1,1,0,0
O*NET,31.0,Computer integrated manufacturing CIM warehouse shipping manager software,computer integrated manufacturing cim warehouse shipping manager software,1,1,0,0
O*NET,31.0,Computer intrusion detection systems,computer intrusion detection systems,1,1,0,0
O*NET,31.0,Computer Linked Application Information Management System CLAIMS,computer linked application information management system claims,1,1,0,0
O*NET,31.0,Computer modeling software,computer modeling software,1,1,0,0
O*NET,31.0,Computer Modelling Group CMG STARS,computer modelling group cmg stars,1,1,0,0
O*NET,31.0,Computer numerical control CNC editor software,computer numerical control cnc editor software,1,1,0,0
O*NET,31.0,Computer numerical control CNC software,computer numerical control cnc software,4,4,0,0
O*NET,31.0,Computer On-line Real-time Applications Language CORAL 66,computer on-line real-time applications language coral 66,3,3,0,0
O*NET,31.0,Computer operating systems,computer operating systems,1,1,0,0
O*NET,31.0,Computer perceptual processing software,computer perceptual processing software,1,1,0,0
O*NET,31.0,Computer reading software,computer reading software,1,1,0,0
O*NET,31.0,Computer records systems,computer records systems,1,1,0,0
O*NET,31.0,Computer reservation system CRS software,computer reservation system crs software,1,1,0,0
O*NET,31.0,Computer Resources MMS,computer resources mms,1,1,0,0
O*NET,31.0,Computer Sciences Corporation Legal Solutions Suite,computer sciences corporation legal solutions suite,1,1,0,0
O*NET,31.0,Computer Service & Support CLS-2000 Laboratory System,computer service & support cls-2000 laboratory system,1,1,0,0
O*NET,31.0,Computer Service and Support AR 2000 Laboratory Billing System,computer service and support ar 2000 laboratory billing system,1,1,0,0
O*NET,31.0,Computer simulation software,computer simulation software,1,1,0,0
O*NET,31.0,Computer system diagnostics software,computer system diagnostics software,1,1,0,0
O*NET,31.0,Computer Systems Company R4 ACERT,computer systems company r4 acert,1,1,0,0
O*NET,31.0,Computer Trust WinSurge,computer trust winsurge,1,1,0,0
O*NET,31.0,Computer-aided drafting or design software,computer-aided drafting or design software,3,3,0,0
O*NET,31.0,Computer-aided engineering CAE software,computer-aided engineering cae software,3,3,0,0
O*NET,31.0,Computer-aided inspection software,computer-aided inspection software,1,1,0,0
O*NET,31.0,Computer-assisted career guidance software,computer-assisted career guidance software,1,1,0,0
O*NET,31.0,Computer-assisted live supervision,computer-assisted live supervision,1,1,0,0
O*NET,31.0,Computer-assisted testing software,computer-assisted testing software,1,1,0,0
O*NET,31.0,ComputerEase construction accounting software,computerease construction accounting software,3,3,0,0
O*NET,31.0,Computerized aircraft log manager CALM,computerized aircraft log manager calm,2,2,0,0
O*NET,31.0,Computerized bed control system software,computerized bed control system software,2,2,0,0
O*NET,31.0,Computerized call calendars,computerized call calendars,1,1,0,0
O*NET,31.0,Computerized diagnostic programs,computerized diagnostic programs,1,1,0,0
O*NET,31.0,Computerized diagnostic software,computerized diagnostic software,2,2,0,0
O*NET,31.0,Computerized indexing systems,computerized indexing systems,2,2,0,0
O*NET,31.0,Computerized inventory tracking software,computerized inventory tracking software,2,2,0,0
O*NET,31.0,Computerized maintenance management system CMMS,computerized maintenance management system cmms,30,30,0,0
O*NET,31.0,Computerized maintenance management system software CMMS,computerized maintenance management system software cmms,3,3,0,0
O*NET,31.0,Computerized numerical control CNC machine software,computerized numerical control cnc machine software,1,1,0,0
O*NET,31.0,Computerized numerical control CNC programming software,computerized numerical control cnc programming software,1,1,0,0
O*NET,31.0,Computerized numerical control CNC software,computerized numerical control cnc software,6,6,0,0
O*NET,31.0,Computerized physician order entry CPOE software,computerized physician order entry cpoe software,2,2,0,0
O*NET,31.0,Computerized statistical packages,computerized statistical packages,1,1,0,0
O*NET,31.0,Computerized testing programs,computerized testing programs,1,1,0,0
O*NET,31.0,Computerized testing software,computerized testing software,1,1,0,0
O*NET,31.0,Computerized time management systems,computerized time management systems,2,2,0,0
O*NET,31.0,Computerized voice stress analyzer CVSA software,computerized voice stress analyzer cvsa software,1,1,0,0
O*NET,31.0,Computers Unlimited TIMS for Audiology,computers unlimited tims for audiology,1,1,0,0
O*NET,31.0,Computhink ViewWise,computhink viewwise,1,1,0,0
O*NET,31.0,Computing Solutions LabSoft LIMS,computing solutions labsoft lims,1,1,0,0
O*NET,31.0,Computing Solutions LabSoft LIMS Micro,computing solutions labsoft lims micro,1,1,0,0
O*NET,31.0,Computrition Nutrition Care Management NCM Select,computrition nutrition care management ncm select,1,1,0,0
O*NET,31.0,Compuware ClientVantage Agentless Monitoring,compuware clientvantage agentless monitoring,1,1,0,0
O*NET,31.0,CompuWeigh GMS,compuweigh gms,1,1,0,0
O*NET,31.0,COMSOL Multiphysics,comsol multiphysics,2,2,0,0
O*NET,31.0,Conarc iChannel,conarc ichannel,1,1,0,0
O*NET,31.0,ConceptDraw,conceptdraw,1,1,0,0
O*NET,31.0,Concierge Systems Report Concierge,concierge systems report concierge,1,1,0,0
O*NET,31.0,Concurrency control software,concurrency control software,2,2,0,0
O*NET,31.0,Concurrent Versions Systems,concurrent versions systems,1,1,0,0
O*NET,31.0,Conductor Searchlight,conductor searchlight,1,1,0,0
O*NET,31.0,ConEst BidTrac,conest bidtrac,1,1,0,0
O*NET,31.0,ConEst Electrical Formulas,conest electrical formulas,1,1,0,0
O*NET,31.0,ConEst Intellibid,conest intellibid,1,1,0,0
O*NET,31.0,ConEst IntelliBid Design Build,conest intellibid design build,1,1,0,0
O*NET,31.0,ConEst JobTrac,conest jobtrac,1,1,0,0
O*NET,31.0,ConEst Permit Trac,conest permit trac,1,1,0,0
O*NET,31.0,ConEst SureCount,conest surecount,1,1,0,0
O*NET,31.0,ConEst T&M Billing Manager,conest t&m billing manager,1,1,0,0
O*NET,31.0,Conformance and validation testing software,conformance and validation testing software,1,1,0,0
O*NET,31.0,Congruity Technologies Inspector,congruity technologies inspector,1,1,0,0
O*NET,31.0,Connectivity software,connectivity software,2,2,0,0
O*NET,31.0,Conners' Continuous Performance Test II,conners' continuous performance test ii,2,2,0,0
O*NET,31.0,Consilience Software Maven Insurance Automation Suite,consilience software maven insurance automation suite,1,1,0,0
O*NET,31.0,Consolidated compartment fire model CCFM,consolidated compartment fire model ccfm,1,1,0,0
O*NET,31.0,Consolidated fire and smoke transport model CFAST,consolidated fire and smoke transport model cfast,1,1,0,0
